"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Midtjylland;2020-08-19;F;12;0;0;627;15871;2774
Nordjylland;2020-08-19;F;6;0;0;627;15877;2774
Sjælland;2020-08-19;F;1;0;0;627;15878;2774
Syddanmark;2020-08-19;F;7;1;1;628;15885;2775
Hovedstaden;2020-08-19;M;23;0;1;628;15908;2776
Midtjylland;2020-08-19;M;15;0;1;628;15923;2777
Nordjylland;2020-08-19;M;2;0;0;628;15925;2777
Sjælland;2020-08-19;M;3;0;0;628;15928;2777
Syddanmark;2020-08-19;M;6;0;0;628;15934;2777
Hovedstaden;2020-08-20;F;10;0;1;628;15944;2778
Midtjylland;2020-08-20;F;15;0;1;628;15959;2779
Nordjylland;2020-08-20;F;1;0;0;628;15960;2779
Sjælland;2020-08-20;F;4;0;0;628;15964;2779
Syddanmark;2020-08-20;F;4;0;0;628;15968;2779
Hovedstaden;2020-08-20;M;14;0;0;628;15982;2779
Midtjylland;2020-08-20;M;16;0;1;628;15998;2780
Nordjylland;2020-08-20;M;3;0;0;628;16001;2780
Sjælland;2020-08-20;M;7;0;1;628;16008;2781
Syddanmark;2020-08-20;M;7;0;0;628;16015;2781
Hovedstaden;2020-08-21;F;6;0;0;628;16021;2781
Midtjylland;2020-08-21;F;14;0;1;628;16035;2782
Nordjylland;2020-08-21;F;4;0;1;628;16039;2783
Sjælland;2020-08-21;F;3;0;0;628;16042;2783
Syddanmark;2020-08-21;F;5;0;0;628;16047;2783
Hovedstaden;2020-08-21;M;23;0;0;628;16070;2783
Midtjylland;2020-08-21;M;13;0;0;628;16083;2783
Nordjylland;2020-08-21;M;3;0;0;628;16086;2783
Sjælland;2020-08-21;M;2;0;0;628;16088;2783
Syddanmark;2020-08-21;M;10;0;0;628;16098;2783
Hovedstaden;2020-08-22;F;18;0;0;628;16116;2783
Midtjylland;2020-08-22;F;17;0;0;628;16133;2783
Nordjylland;2020-08-22;F;4;0;0;628;16137;2783
Sjælland;2020-08-22;F;2;0;0;628;16139;2783
Syddanmark;2020-08-22;F;11;0;1;628;16150;2784
Hovedstaden;2020-08-22;M;11;0;0;628;16161;2784
Midtjylland;2020-08-22;M;12;0;0;628;16173;2784
Nordjylland;2020-08-22;M;2;0;1;628;16175;2785
Sjælland;2020-08-22;M;3;0;2;628;16178;2787
Syddanmark;2020-08-22;M;8;0;1;628;16186;2788
Hovedstaden;2020-08-23;F;11;0;0;628;16197;2788
Midtjylland;2020-08-23;F;13;0;0;628;16210;2788
Nordjylland;2020-08-23;F;6;0;0;628;16216;2788
Sjælland;2020-08-23;F;1;0;0;628;16217;2788
Syddanmark;2020-08-23;F;7;0;0;628;16224;2788
Hovedstaden;2020-08-23;M;12;0;1;628;16236;2789
Midtjylland;2020-08-23;M;10;0;0;628;16246;2789
Nordjylland;2020-08-23;M;2;1;1;629;16248;2790
Sjælland;2020-08-23;M;3;0;0;629;16251;2790
Syddanmark;2020-08-23;M;8;0;0;629;16259;2790
Hovedstaden;2020-08-24;F;11;0;1;629;16270;2791
Midtjylland;2020-08-24;F;15;0;0;629;16285;2791
Nordjylland;2020-08-24;F;3;0;0;629;16288;2791
Sjælland;2020-08-24;F;2;0;0;629;16290;2791
Syddanmark;2020-08-24;F;4;0;0;629;16294;2791
Hovedstaden;2020-08-24;M;14;0;2;629;16308;2793
Midtjylland;2020-08-24;M;14;0;2;629;16322;2795
Nordjylland;2020-08-24;M;3;0;0;629;16325;2795
Sjælland;2020-08-24;M;4;0;0;629;16329;2795
Syddanmark;2020-08-24;M;2;0;0;629;16331;2795
Hovedstaden;2020-08-25;F;12;0;1;629;16343;2796
Midtjylland;2020-08-25;F;10;0;0;629;16353;2796
Nordjylland;2020-08-25;F;4;0;0;629;16357;2796
Sjælland;2020-08-25;F;3;0;0;629;16360;2796
Syddanmark;2020-08-25;F;6;0;0;629;16366;2796
Hovedstaden;2020-08-25;M;23;0;0;629;16389;2796
Midtjylland;2020-08-25;M;12;0;1;629;16401;2797
Nordjylland;2020-08-25;M;5;0;0;629;16406;2797
Sjælland;2020-08-25;M;1;0;0;629;16407;2797
Syddanmark;2020-08-25;M;4;0;0;629;16411;2797
Hovedstaden;2020-08-26;F;21;0;1;629;16432;2798
Midtjylland;2020-08-26;F;9;0;0;629;16441;2798
Nordjylland;2020-08-26;F;1;0;0;629;16442;2798
Sjælland;2020-08-26;F;4;0;0;629;16446;2798
Syddanmark;2020-08-26;F;4;0;0;629;16450;2798
Hovedstaden;2020-08-26;M;16;0;0;629;16466;2798
Midtjylland;2020-08-26;M;11;0;0;629;16477;2798
Nordjylland;2020-08-26;M;3;0;1;629;16480;2799
Sjælland;2020-08-26;M;5;0;1;629;16485;2800
Syddanmark;2020-08-26;M;6;0;0;629;16491;2800
Hovedstaden;2020-08-27;F;7;0;0;629;16498;2800
Midtjylland;2020-08-27;F;10;0;0;629;16508;2800
Nordjylland;2020-08-27;F;1;0;0;629;16509;2800
Sjælland;2020-08-27;F;2;0;0;629;16511;2800
Syddanmark;2020-08-27;F;6;0;1;629;16517;2801
Hovedstaden;2020-08-27;M;16;0;1;629;16533;2802
Midtjylland;2020-08-27;M;10;0;0;629;16543;2802
Nordjylland;2020-08-27;M;3;0;0;629;16546;2802
Sjælland;2020-08-27;M;5;0;0;629;16551;2802
Syddanmark;2020-08-27;M;9;0;0;629;16560;2802
Hovedstaden;2020-08-28;F;18;0;0;629;16578;2802
Midtjylland;2020-08-28;F;13;0;1;629;16591;2803
Nordjylland;2020-08-28;F;4;0;1;629;16595;2804
Sjælland;2020-08-28;F;4;0;1;629;16599;2805
Syddanmark;2020-08-28;F;7;0;0;629;16606;2805
Hovedstaden;2020-08-28;M;24;0;1;629;16630;2806
Midtjylland;2020-08-28;M;12;0;0;629;16642;2806
Nordjylland;2020-08-28;M;5;0;1;629;16647;2807
Sjælland;2020-08-28;M;5;0;0;629;16652;2807
Syddanmark;2020-08-28;M;15;0;0;629;16667;2807
Hovedstaden;2020-08-29;F;15;0;1;629;16682;2808
Midtjylland;2020-08-29;F;6;0;0;629;16688;2808
Nordjylland;2020-08-29;F;5;0;0;629;16693;2808
Sjælland;2020-08-29;F;1;0;0;629;16694;2808
Syddanmark;2020-08-29;F;10;0;0;629;16704;2808
Hovedstaden;2020-08-29;M;22;0;2;629;16726;2810
Midtjylland;2020-08-29;M;12;0;1;629;16738;2811
Nordjylland;2020-08-29;M;6;0;0;629;16744;2811
Sjælland;2020-08-29;M;1;0;0;629;16745;2811
Syddanmark;2020-08-29;M;4;0;0;629;16749;2811
Hovedstaden;2020-08-30;F;23;0;4;629;16772;2815
Midtjylland;2020-08-30;F;11;0;1;629;16783;2816
Nordjylland;2020-08-30;F;3;0;0;629;16786;2816
Sjælland;2020-08-30;F;1;0;0;629;16787;2816
Syddanmark;2020-08-30;F;11;0;1;629;16798;2817
Hovedstaden;2020-08-30;M;27;0;1;629;16825;2818
Midtjylland;2020-08-30;M;12;0;0;629;16837;2818
Nordjylland;2020-08-30;M;3;0;0;629;16840;2818
Sjælland;2020-08-30;M;4;0;0;629;16844;2818
Syddanmark;2020-08-30;M;8;0;0;629;16852;2818
Hovedstaden;2020-08-31;F;31;0;1;629;16883;2819
Midtjylland;2020-08-31;F;10;0;0;629;16893;2819
Sjælland;2020-08-31;F;2;0;0;629;16895;2819
Syddanmark;2020-08-31;F;14;0;2;629;16909;2821
Hovedstaden;2020-08-31;M;36;0;0;629;16945;2821
Midtjylland;2020-08-31;M;8;0;1;629;16953;2822
Nordjylland;2020-08-31;M;3;0;0;629;16956;2822
Sjælland;2020-08-31;M;7;0;0;629;16963;2822
Syddanmark;2020-08-31;M;8;0;1;629;16971;2823
Hovedstaden;2020-09-01;F;39;0;1;629;17010;2824
Midtjylland;2020-09-01;F;19;0;0;629;17029;2824
Nordjylland;2020-09-01;F;3;0;0;629;17032;2824
Sjælland;2020-09-01;F;6;0;0;629;17038;2824
Syddanmark;2020-09-01;F;26;0;1;629;17064;2825
Hovedstaden;2020-09-01;M;52;0;1;629;17116;2826
Midtjylland;2020-09-01;M;14;0;0;629;17130;2826
Nordjylland;2020-09-01;M;4;0;0;629;17134;2826
Sjælland;2020-09-01;M;10;0;0;629;17144;2826
Syddanmark;2020-09-01;M;25;0;2;629;17169;2828
Hovedstaden;2020-09-02;F;37;0;3;629;17206;2831
Midtjylland;2020-09-02;F;6;0;0;629;17212;2831
Nordjylland;2020-09-02;F;2;0;0;629;17214;2831
Sjælland;2020-09-02;F;5;0;0;629;17219;2831
Syddanmark;2020-09-02;F;18;0;0;629;17237;2831
Hovedstaden;2020-09-02;M;48;0;8;629;17285;2839
Midtjylland;2020-09-02;M;11;0;1;629;17296;2840
Nordjylland;2020-09-02;M;1;0;0;629;17297;2840
Sjælland;2020-09-02;M;9;0;0;629;17306;2840
Syddanmark;2020-09-02;M;18;0;1;629;17324;2841
Hovedstaden;2020-09-03;F;53;0;3;629;17377;2844
Midtjylland;2020-09-03;F;10;0;1;629;17387;2845
Nordjylland;2020-09-03;F;4;0;0;629;17391;2845
Sjælland;2020-09-03;F;6;0;0;629;17397;2845
Syddanmark;2020-09-03;F;20;0;0;629;17417;2845
Hovedstaden;2020-09-03;M;62;0;3;629;17479;2848
Midtjylland;2020-09-03;M;6;0;1;629;17485;2849
Nordjylland;2020-09-03;M;7;0;0;629;17492;2849
Sjælland;2020-09-03;M;9;0;1;629;17501;2850
Syddanmark;2020-09-03;M;15;0;0;629;17516;2850
Hovedstaden;2020-09-04;F;68;1;3;630;17584;2853
Midtjylland;2020-09-04;F;10;0;0;630;17594;2853
Nordjylland;2020-09-04;F;8;0;0;630;17602;2853
Sjælland;2020-09-04;F;8;0;1;630;17610;2854
Syddanmark;2020-09-04;F;12;0;0;630;17622;2854
Hovedstaden;2020-09-04;M;47;1;1;631;17669;2855
Midtjylland;2020-09-04;M;11;0;2;631;17680;2857
Nordjylland;2020-09-04;M;7;0;1;631;17687;2858
Sjælland;2020-09-04;M;15;0;1;631;17702;2859
Syddanmark;2020-09-04;M;14;0;0;631;17716;2859
Hovedstaden;2020-09-05;F;49;0;3;631;17765;2862
Midtjylland;2020-09-05;F;8;0;0;631;17773;2862
Nordjylland;2020-09-05;F;4;0;2;631;17777;2864
Sjælland;2020-09-05;F;5;0;0;631;17782;2864
Syddanmark;2020-09-05;F;24;0;0;631;17806;2864
Hovedstaden;2020-09-05;M;54;0;1;631;17860;2865
Midtjylland;2020-09-05;M;6;0;1;631;17866;2866
Nordjylland;2020-09-05;M;8;0;0;631;17874;2866
Sjælland;2020-09-05;M;12;0;0;631;17886;2866
Syddanmark;2020-09-05;M;27;0;2;631;17913;2868
Hovedstaden;2020-09-06;F;89;1;2;632;18002;2870
Midtjylland;2020-09-06;F;13;0;1;632;18015;2871
Nordjylland;2020-09-06;F;7;0;0;632;18022;2871
Sjælland;2020-09-06;F;9;0;1;632;18031;2872
Syddanmark;2020-09-06;F;9;0;0;632;18040;2872
Hovedstaden;2020-09-06;M;62;0;3;632;18102;2875
Midtjylland;2020-09-06;M;5;0;1;632;18107;2876
Nordjylland;2020-09-06;M;9;0;1;632;18116;2877
Sjælland;2020-09-06;M;9;0;0;632;18125;2877
Syddanmark;2020-09-06;M;10;0;0;632;18135;2877
Hovedstaden;2020-09-07;F;79;0;3;632;18214;2880
Midtjylland;2020-09-07;F;14;0;2;632;18228;2882
Nordjylland;2020-09-07;F;16;0;2;632;18244;2884
Sjælland;2020-09-07;F;41;0;2;632;18285;2886
Syddanmark;2020-09-07;F;13;0;0;632;18298;2886
Hovedstaden;2020-09-07;M;79;1;3;633;18377;2889
Midtjylland;2020-09-07;M;6;0;0;633;18383;2889
Nordjylland;2020-09-07;M;11;0;0;633;18394;2889
Sjælland;2020-09-07;M;25;0;1;633;18419;2890
Syddanmark;2020-09-07;M;11;0;0;633;18430;2890
Hovedstaden;2020-09-08;F;75;0;3;633;18505;2893
Midtjylland;2020-09-08;F;26;0;3;633;18531;2896
Nordjylland;2020-09-08;F;11;0;1;633;18542;2897
Sjælland;2020-09-08;F;25;0;1;633;18567;2898
Syddanmark;2020-09-08;F;32;0;0;633;18599;2898
Hovedstaden;2020-09-08;M;82;0;2;633;18681;2900
Midtjylland;2020-09-08;M;15;0;0;633;18696;2900
Nordjylland;2020-09-08;M;13;1;1;634;18709;2901
Sjælland;2020-09-08;M;25;0;1;634;18734;2902
Syddanmark;2020-09-08;M;23;1;2;635;18757;2904
Hovedstaden;2020-09-09;F;66;0;3;635;18823;2907
Midtjylland;2020-09-09;F;16;0;1;635;18839;2908
Nordjylland;2020-09-09;F;14;0;0;635;18853;2908
Sjælland;2020-09-09;F;7;0;0;635;18860;2908
Syddanmark;2020-09-09;F;30;0;0;635;18890;2908
Hovedstaden;2020-09-09;M;89;1;5;636;18979;2913
Midtjylland;2020-09-09;M;12;0;1;636;18991;2914
Nordjylland;2020-09-09;M;15;0;0;636;19006;2914
Sjælland;2020-09-09;M;17;0;1;636;19023;2915
Syddanmark;2020-09-09;M;25;0;2;636;19048;2917
Hovedstaden;2020-09-10;F;101;2;5;638;19149;2922
Midtjylland;2020-09-10;F;8;0;0;638;19157;2922
Nordjylland;2020-09-10;F;18;0;0;638;19175;2922
Sjælland;2020-09-10;F;30;0;1;638;19205;2923
Syddanmark;2020-09-10;F;35;0;1;638;19240;2924
Hovedstaden;2020-09-10;M;96;2;8;640;19336;2932
Midtjylland;2020-09-10;M;20;0;0;640;19356;2932
Nordjylland;2020-09-10;M;19;1;1;641;19375;2933
Sjælland;2020-09-10;M;20;0;0;641;19395;2933
Syddanmark;2020-09-10;M;20;0;2;641;19415;2935
Hovedstaden;2020-09-11;F;93;1;3;642;19508;2938
Midtjylland;2020-09-11;F;28;0;0;642;19536;2938
Nordjylland;2020-09-11;F;21;0;1;642;19557;2939
Sjælland;2020-09-11;F;10;0;0;642;19567;2939
Syddanmark;2020-09-11;F;21;0;0;642;19588;2939
Hovedstaden;2020-09-11;M;76;0;4;642;19664;2943
Midtjylland;2020-09-11;M;43;0;5;642;19707;2948
Nordjylland;2020-09-11;M;22;0;0;642;19729;2948
Sjælland;2020-09-11;M;11;0;0;642;19740;2948
Syddanmark;2020-09-11;M;21;0;1;642;19761;2949
Hovedstaden;2020-09-12;F;89;0;3;642;19850;2952
Midtjylland;2020-09-12;F;14;0;1;642;19864;2953
Nordjylland;2020-09-12;F;12;0;0;642;19876;2953
Sjælland;2020-09-12;F;11;0;0;642;19887;2953
Syddanmark;2020-09-12;F;20;0;0;642;19907;2953
Hovedstaden;2020-09-12;M;85;2;4;644;19992;2957
Midtjylland;2020-09-12;M;15;0;1;644;20007;2958
Nordjylland;2020-09-12;M;19;1;1;645;20026;2959
Sjælland;2020-09-12;M;12;0;0;645;20038;2959
Syddanmark;2020-09-12;M;24;0;1;645;20062;2960
Hovedstaden;2020-09-13;F;82;0;6;645;20144;2966
Midtjylland;2020-09-13;F;7;0;0;645;20151;2966
Nordjylland;2020-09-13;F;19;0;0;645;20170;2966
Sjælland;2020-09-13;F;8;1;1;646;20178;2967
Syddanmark;2020-09-13;F;20;0;1;646;20198;2968
Hovedstaden;2020-09-13;M;87;1;4;647;20285;2972
Midtjylland;2020-09-13;M;9;0;0;647;20294;2972
Nordjylland;2020-09-13;M;23;0;3;647;20317;2975
Sjælland;2020-09-13;M;9;0;1;647;20326;2976
Syddanmark;2020-09-13;M;32;1;1;648;20358;2977
Hovedstaden;2020-09-14;F;114;0;3;648;20472;2980
Midtjylland;2020-09-14;F;18;0;0;648;20490;2980
Nordjylland;2020-09-14;F;19;0;1;648;20509;2981
Sjælland;2020-09-14;F;16;0;2;648;20525;2983
Syddanmark;2020-09-14;F;20;0;1;648;20545;2984
Hovedstaden;2020-09-14;M;107;0;5;648;20652;2989
Midtjylland;2020-09-14;M;18;0;1;648;20670;2990
Nordjylland;2020-09-14;M;29;1;3;649;20699;2993
Sjælland;2020-09-14;M;15;0;0;649;20714;2993
Syddanmark;2020-09-14;M;22;0;1;649;20736;2994
Hovedstaden;2020-09-15;F;136;0;7;649;20872;3001
Midtjylland;2020-09-15;F;22;0;3;649;20894;3004
Nordjylland;2020-09-15;F;32;0;2;649;20926;3006
Sjælland;2020-09-15;F;17;0;0;649;20943;3006
Syddanmark;2020-09-15;F;29;0;1;649;20972;3007
Hovedstaden;2020-09-15;M;104;0;4;649;21076;3011
Midtjylland;2020-09-15;M;25;0;3;649;21101;3014
Nordjylland;2020-09-15;M;29;0;1;649;21130;3015
Sjælland;2020-09-15;M;20;0;3;649;21150;3018
Syddanmark;2020-09-15;M;21;0;0;649;21171;3018
Hovedstaden;2020-09-16;F;150;2;12;651;21321;3030
Midtjylland;2020-09-16;F;29;0;2;651;21350;3032
Nordjylland;2020-09-16;F;38;0;0;651;21388;3032
Sjælland;2020-09-16;F;30;0;0;651;21418;3032
Syddanmark;2020-09-16;F;33;0;0;651;21451;3032
Hovedstaden;2020-09-16;M;157;1;7;652;21608;3039
Midtjylland;2020-09-16;M;34;0;2;652;21642;3041
Nordjylland;2020-09-16;M;28;1;2;653;21670;3043
Sjælland;2020-09-16;M;16;0;2;653;21686;3045
Syddanmark;2020-09-16;M;35;0;2;653;21721;3047
Hovedstaden;2020-09-17;F;142;1;5;654;21863;3052
Midtjylland;2020-09-17;F;32;0;1;654;21895;3053
Nordjylland;2020-09-17;F;13;0;1;654;21908;3054
Sjælland;2020-09-17;F;23;0;1;654;21931;3055
Syddanmark;2020-09-17;F;27;0;0;654;21958;3055
Hovedstaden;2020-09-17;M;169;0;5;654;22127;3060
Midtjylland;2020-09-17;M;29;0;0;654;22156;3060
Nordjylland;2020-09-17;M;24;1;4;655;22180;3064
Sjælland;2020-09-17;M;21;0;0;655;22201;3064
Syddanmark;2020-09-17;M;35;0;1;655;22236;3065
Hovedstaden;2020-09-18;F;133;1;6;656;22369;3071
Midtjylland;2020-09-18;F;37;0;1;656;22406;3072
Nordjylland;2020-09-18;F;21;0;1;656;22427;3073
Sjælland;2020-09-18;F;21;0;0;656;22448;3073
Syddanmark;2020-09-18;F;29;0;3;656;22477;3076
Hovedstaden;2020-09-18;M;128;0;5;656;22605;3081
Midtjylland;2020-09-18;M;32;0;1;656;22637;3082
Nordjylland;2020-09-18;M;25;0;1;656;22662;3083
Sjælland;2020-09-18;M;26;0;1;656;22688;3084
Syddanmark;2020-09-18;M;23;0;0;656;22711;3084
Hovedstaden;2020-09-19;F;114;1;7;657;22825;3091
Midtjylland;2020-09-19;F;23;0;1;657;22848;3092
Nordjylland;2020-09-19;F;14;0;1;657;22862;3093
Sjælland;2020-09-19;F;20;0;1;657;22882;3094
Syddanmark;2020-09-19;F;35;0;2;657;22917;3096
Hovedstaden;2020-09-19;M;114;0;3;657;23031;3099
Midtjylland;2020-09-19;M;26;0;0;657;23057;3099
Nordjylland;2020-09-19;M;17;0;2;657;23074;3101
Sjælland;2020-09-19;M;28;0;2;657;23102;3103
Syddanmark;2020-09-19;M;25;0;1;657;23127;3104
Hovedstaden;2020-09-20;F;105;2;5;659;23232;3109
Midtjylland;2020-09-20;F;21;0;1;659;23253;3110
Nordjylland;2020-09-20;F;24;0;1;659;23277;3111
Sjælland;2020-09-20;F;24;0;0;659;23301;3111
Syddanmark;2020-09-20;F;20;0;2;659;23321;3113
Hovedstaden;2020-09-20;M;122;0;5;659;23443;3118
Midtjylland;2020-09-20;M;30;0;1;659;23473;3119
Nordjylland;2020-09-20;M;18;0;1;659;23491;3120
Sjælland;2020-09-20;M;22;0;0;659;23513;3120
Syddanmark;2020-09-20;M;22;0;1;659;23535;3121
Hovedstaden;2020-09-21;F;136;0;7;659;23671;3128
Midtjylland;2020-09-21;F;42;0;2;659;23713;3130
Nordjylland;2020-09-21;F;22;0;1;659;23735;3131
Sjælland;2020-09-21;F;34;0;1;659;23769;3132
Syddanmark;2020-09-21;F;30;0;1;659;23799;3133
Hovedstaden;2020-09-21;M;161;0;2;659;23960;3135
Midtjylland;2020-09-21;M;23;0;0;659;23983;3135
Nordjylland;2020-09-21;M;36;0;0;659;24019;3135
Sjælland;2020-09-21;M;22;0;1;659;24041;3136
Syddanmark;2020-09-21;M;28;0;0;659;24069;3136
Hovedstaden;2020-09-22;F;153;1;6;660;24222;3142
Midtjylland;2020-09-22;F;50;0;0;660;24272;3142
Nordjylland;2020-09-22;F;21;0;0;660;24293;3142
Sjælland;2020-09-22;F;29;0;0;660;24322;3142
Syddanmark;2020-09-22;F;33;0;1;660;24355;3143
Hovedstaden;2020-09-22;M;147;2;7;662;24502;3150
Midtjylland;2020-09-22;M;43;0;1;662;24545;3151
Nordjylland;2020-09-22;M;32;0;0;662;24577;3151
Sjælland;2020-09-22;M;39;0;2;662;24616;3153
Syddanmark;2020-09-22;M;38;1;3;663;24654;3156
Hovedstaden;2020-09-23;F;143;1;6;664;24797;3162
Midtjylland;2020-09-23;F;52;0;2;664;24849;3164
Nordjylland;2020-09-23;F;24;0;0;664;24873;3164
Sjælland;2020-09-23;F;49;0;2;664;24922;3166
Syddanmark;2020-09-23;F;39;0;1;664;24961;3167
Hovedstaden;2020-09-23;M;154;0;4;664;25115;3171
Midtjylland;2020-09-23;M;72;0;4;664;25187;3175
Nordjylland;2020-09-23;M;25;0;1;664;25212;3176
Sjælland;2020-09-23;M;46;2;5;666;25258;3181
Syddanmark;2020-09-23;M;45;0;1;666;25303;3182
Hovedstaden;2020-09-24;F;140;0;3;666;25443;3185
Midtjylland;2020-09-24;F;58;0;3;666;25501;3188
Nordjylland;2020-09-24;F;20;0;0;666;25521;3188
Sjælland;2020-09-24;F;41;0;1;666;25562;3189
Syddanmark;2020-09-24;F;43;0;4;666;25605;3193
Hovedstaden;2020-09-24;M;146;1;7;667;25751;3200
Midtjylland;2020-09-24;M;55;1;0;668;25806;3200
Nordjylland;2020-09-24;M;18;0;0;668;25824;3200
Sjælland;2020-09-24;M;40;0;2;668;25864;3202
Syddanmark;2020-09-24;M;37;0;5;668;25901;3207
Hovedstaden;2020-09-25;F;103;0;6;668;26004;3213
Midtjylland;2020-09-25;F;52;0;2;668;26056;3215
Nordjylland;2020-09-25;F;13;0;1;668;26069;3216
Sjælland;2020-09-25;F;31;0;2;668;26100;3218
Syddanmark;2020-09-25;F;40;0;0;668;26140;3218
Hovedstaden;2020-09-25;M;104;1;4;669;26244;3222
Midtjylland;2020-09-25;M;52;0;2;669;26296;3224
Nordjylland;2020-09-25;M;27;0;0;669;26323;3224
Sjælland;2020-09-25;M;34;0;2;669;26357;3226
Syddanmark;2020-09-25;M;32;0;1;669;26389;3227
Hovedstaden;2020-09-26;F;84;0;3;669;26473;3230
Midtjylland;2020-09-26;F;50;0;1;669;26523;3231
Nordjylland;2020-09-26;F;15;0;1;669;26538;3232
Sjælland;2020-09-26;F;29;0;2;669;26567;3234
Syddanmark;2020-09-26;F;18;0;1;669;26585;3235
Hovedstaden;2020-09-26;M;94;0;2;669;26679;3237
Midtjylland;2020-09-26;M;42;0;1;669;26721;3238
Nordjylland;2020-09-26;M;17;0;0;669;26738;3238
Sjælland;2020-09-26;M;24;0;2;669;26762;3240
Syddanmark;2020-09-26;M;20;0;0;669;26782;3240
Hovedstaden;2020-09-27;F;102;0;2;669;26884;3242
Midtjylland;2020-09-27;F;47;0;1;669;26931;3243
Nordjylland;2020-09-27;F;9;0;1;669;26940;3244
Sjælland;2020-09-27;F;23;0;0;669;26963;3244
Syddanmark;2020-09-27;F;14;0;0;669;26977;3244
Hovedstaden;2020-09-27;M;80;0;4;669;27057;3248
Midtjylland;2020-09-27;M;32;0;3;669;27089;3251
Nordjylland;2020-09-27;M;13;1;2;670;27102;3253
Sjælland;2020-09-27;M;16;0;0;670;27118;3253
Syddanmark;2020-09-27;M;21;0;0;670;27139;3253
Hovedstaden;2020-09-28;F;118;0;5;670;27257;3258
Midtjylland;2020-09-28;F;52;0;1;670;27309;3259
Nordjylland;2020-09-28;F;15;0;0;670;27324;3259
Sjælland;2020-09-28;F;28;0;0;670;27352;3259
Syddanmark;2020-09-28;F;33;0;2;670;27385;3261
Hovedstaden;2020-09-28;M;94;1;3;671;27479;3264
Midtjylland;2020-09-28;M;57;0;3;671;27536;3267
Nordjylland;2020-09-28;M;24;0;0;671;27560;3267
Sjælland;2020-09-28;M;35;0;1;671;27595;3268
Syddanmark;2020-09-28;M;26;0;2;671;27621;3270
Hovedstaden;2020-09-29;F;100;0;4;671;27721;3274
Midtjylland;2020-09-29;F;56;0;4;671;27777;3278
Nordjylland;2020-09-29;F;17;0;0;671;27794;3278
Sjælland;2020-09-29;F;28;0;0;671;27822;3278
Syddanmark;2020-09-29;F;27;1;1;672;27849;3279
Hovedstaden;2020-09-29;M;90;0;3;672;27939;3282
Midtjylland;2020-09-29;M;51;1;2;673;27990;3284
Nordjylland;2020-09-29;M;27;0;2;673;28017;3286
Sjælland;2020-09-29;M;24;0;1;673;28041;3287
Syddanmark;2020-09-29;M;29;0;1;673;28070;3288
Hovedstaden;2020-09-30;F;97;0;3;673;28167;3291
Midtjylland;2020-09-30;F;46;0;0;673;28213;3291
Nordjylland;2020-09-30;F;13;0;1;673;28226;3292
Sjælland;2020-09-30;F;28;0;3;673;28254;3295
Syddanmark;2020-09-30;F;20;0;1;673;28274;3296
Hovedstaden;2020-09-30;M;78;0;3;673;28352;3299
Midtjylland;2020-09-30;M;49;0;1;673;28401;3300
Nordjylland;2020-09-30;M;26;0;0;673;28427;3300
Sjælland;2020-09-30;M;31;0;0;673;28458;3300
Syddanmark;2020-09-30;M;46;0;1;673;28504;3301
Hovedstaden;2020-10-01;F;90;0;3;673;28594;3304
Midtjylland;2020-10-01;F;54;0;1;673;28648;3305
Nordjylland;2020-10-01;F;20;2;2;675;28668;3307
Sjælland;2020-10-01;F;30;0;0;675;28698;3307
Syddanmark;2020-10-01;F;25;1;0;676;28723;3307
Hovedstaden;2020-10-01;M;74;0;3;676;28797;3310
Midtjylland;2020-10-01;M;54;1;3;677;28851;3313
Nordjylland;2020-10-01;M;21;1;2;678;28872;3315
Sjælland;2020-10-01;M;26;0;0;678;28898;3315
Syddanmark;2020-10-01;M;33;0;2;678;28931;3317
Hovedstaden;2020-10-02;F;74;0;3;678;29005;3320
Midtjylland;2020-10-02;F;39;0;2;678;29044;3322
Nordjylland;2020-10-02;F;19;0;1;678;29063;3323
Sjælland;2020-10-02;F;21;0;0;678;29084;3323
Syddanmark;2020-10-02;F;20;0;0;678;29104;3323
Hovedstaden;2020-10-02;M;67;0;3;678;29171;3326
Midtjylland;2020-10-02;M;62;1;3;679;29233;3329
Nordjylland;2020-10-02;M;17;0;1;679;29250;3330
Sjælland;2020-10-02;M;20;0;1;679;29270;3331
Syddanmark;2020-10-02;M;27;0;0;679;29297;3331
Hovedstaden;2020-10-03;F;79;0;3;679;29376;3334
Midtjylland;2020-10-03;F;27;0;1;679;29403;3335
Nordjylland;2020-10-03;F;12;0;0;679;29415;3335
Sjælland;2020-10-03;F;17;0;0;679;29432;3335
Syddanmark;2020-10-03;F;29;0;0;679;29461;3335
Hovedstaden;2020-10-03;M;67;0;0;679;29528;3335
Midtjylland;2020-10-03;M;43;0;3;679;29571;3338
Nordjylland;2020-10-03;M;19;0;0;679;29590;3338
Sjælland;2020-10-03;M;15;0;0;679;29605;3338
Syddanmark;2020-10-03;M;30;0;0;679;29635;3338
Hovedstaden;2020-10-04;F;63;0;6;679;29698;3344
Midtjylland;2020-10-04;F;29;0;1;679;29727;3345
Nordjylland;2020-10-04;F;11;0;0;679;29738;3345
Sjælland;2020-10-04;F;13;0;0;679;29751;3345
Syddanmark;2020-10-04;F;21;1;0;680;29772;3345
